"food_id","store_id","name","description","price","photo_url","calories","protein","vitamin","calcium"
195,65,아귀 순살 지리,시원하고 담백한 아귀 순살 맑은탕,9800.00,http://example.com/food195.jpg,118,13.00,0.40,51.00
196,66,한우 궁중 떡볶이,간장 소스로 만든 순한 궁중 떡볶이,9300.00,http://example.com/food196.jpg,112,10.00,0.60,47.00
197,67,닭고기 팟타이,순한 소스로 만든 아기 팟타이,9600.00,http://example.com/food197.jpg,116,11.00,0.70,48.00
198,68,민어 매운탕 (순한맛),보양식 민어로 끓인 맑고 순한 매운탕,12000.00,http://example.com/food198.jpg,140,16.00,0.50,60.00
199,69,한우 나시고랭,"세계의 맛, 아기도 즐기는 순한 나시고랭",9700.00,http://example.com/food199.jpg,118,11.00,0.80,49.00
200,70,닭고기 빠에야,샤프란 향이 은은한 스페인 영양밥,10800.00,http://example.com/food200.jpg,130,14.00,0.90,55.00
201,71,대구살 튀김과 감자,부드러운 대구살 튀김과 웨지감자,9400.00,http://example.com/food201.jpg,114,12.00,0.50,48.00
202,72,한우 찹스테이크,부드러운 한우와 야채를 볶은 찹스테이크,11500.00,http://example.com/food202.jpg,138,15.00,0.70,58.00
203,73,닭고기 마파두부,맵지 않고 순한 아기용 마파두부,8900.00,http://example.com/food203.jpg,107,11.00,0.60,45.00
204,74,옥돔 구이,제주산 옥돔으로 만든 담백한 생선구이,13000.00,http://example.com/food204.jpg,150,17.00,0.40,65.00
205,75,한우 육전,얇게 썬 한우에 계란물을 입혀 부친 영양전,10500.00,http://example.com/food205.jpg,128,14.00,0.50,54.00
206,76,닭고기 유린기,새콤달콤한 소스를 곁들인 닭고기 튀김,10800.00,http://example.com/food206.jpg,132,14.00,0.70,56.00
207,77,장어 덮밥,기력 회복에 좋은 민물장어 덮밥,15000.00,http://example.com/food207.jpg,180,20.00,0.60,75.00
208,78,한우 안심 꼬치구이,부드러운 한우 안심과 야채를 꿰어 만든 꼬치구이,12500.00,http://example.com/food208.jpg,155,18.00,0.80,68.00
209,79,닭다리살 스테이크,부드러운 닭다리살로 만든 아기 스테이크,11800.00,http://example.com/food209.jpg,145,16.00,0.60,62.00
210,80,캐비어 올린 연어알 덮밥,최고급 캐비어와 신선한 연어알의 만남,25000.00,http://example.com/food210.jpg,280,30.00,1.20,100.00
211,81,한우 차돌박이 숙주볶음,고소한 차돌박이와 아삭한 숙주의 조화,11200.00,http://example.com/food211.jpg,135,15.00,0.70,57.00
212,82,닭날개 간장조림,달콤짭짤한 간장소스에 조린 닭날개,10500.00,http://example.com/food212.jpg,128,14.00,0.50,53.00
213,83,금태 구이,고급 생선 금태를 소금구이로 담백하게,18000.00,http://example.com/food213.jpg,210,22.00,0.40,80.00
214,84,한우 채끝 짜파구리,영화 기생충으로 유명해진 바로 그 메뉴,12800.00,http://example.com/food214.jpg,160,17.00,0.90,66.00
215,85,닭가슴살 냉채,상큼한 겨자 소스로 버무린 닭가슴살 냉채,10200.00,http://example.com/food215.jpg,122,15.00,0.60,50.00
216,86,랍스터 버터구이,고소한 버터향이 가득한 랍스터 구이,22000.00,http://example.com/food216.jpg,260,28.00,0.70,95.00
217,87,한우 타다끼 샐러드,겉만 살짝 익힌 한우와 신선한 샐러드,13500.00,http://example.com/food217.jpg,165,19.00,1.00,72.00
218,88,닭똥집 마늘볶음,쫄깃한 닭똥집과 향긋한 마늘의 만남,9800.00,http://example.com/food218.jpg,118,14.00,0.40,48.00
219,89,푸아그라 올린 트러플 리조또,세계 3대 진미를 모두 맛볼 수 있는 초호화 리조또,30000.00,http://example.com/food219.jpg,350,35.00,1.10,120.00
220,90,한우 육회 비빔밥,신선한 한우 육회와 다양한 야채,12500.00,http://example.com/food220.jpg,155,18.00,0.90,65.00
221,91,닭발 편육,"콜라겐 가득, 쫄깃한 닭발 편육",10800.00,http://example.com/food221.jpg,130,16.00,0.30,58.00
222,92,성게알 미역국,제주산 성게알로 끓인 시원한 미역국,14000.00,http://example.com/food222.jpg,170,19.00,0.50,78.00
223,93,한우 불고기 전골,달콤짭짤한 국물이 일품인 한우 불고기 전골,13800.00,http://example.com/food223.jpg,168,18.00,0.70,70.00
224,94,닭모래집 튀김,바삭하고 쫄깃한 닭모래집 튀김,10500.00,http://example.com/food224.jpg,128,15.00,0.40,52.00
225,95,오골계 백숙,귀한 오골계로 끓인 프리미엄 백숙,28000.00,http://example.com/food225.jpg,320,38.00,0.80,110.00
226,96,한우 갈비찜,부드러운 한우 갈비와 달콤한 양념,15500.00,http://example.com/food226.jpg,190,22.00,0.60,85.00
227,97,토종닭 볶음탕,쫄깃한 토종닭과 매콤달콤한 양념,14500.00,http://example.com/food227.jpg,178,20.00,0.70,80.00
228,98,흑염소 전골,"기력 보충에 으뜸, 흑염소 전골",25000.00,http://example.com/food228.jpg,300,35.00,0.90,105.00
229,99,한우 꼬리곰탕,진하게 우려낸 국물이 일품인 꼬리곰탕,16000.00,http://example.com/food229.jpg,200,25.00,0.50,90.00
230,100,꿩고기 샤브샤브,담백하고 부드러운 꿩고기 샤브샤브,23000.00,http://example.com/food230.jpg,270,32.00,0.70,100.00
231,101,말고기 육회,제주에서만 맛볼 수 있는 신선한 말고기 육회,20000.00,http://example.com/food231.jpg,240,28.00,0.60,92.00
232,102,한우 우설 구이,쫄깃하고 고소한 맛이 일품인 우설 구이,18000.00,http://example.com/food232.jpg,220,26.00,0.50,88.00
233,103,가물치 즙,"산후조리, 기력회복에 좋은 가물치 즙",15000.00,http://example.com/food233.jpg,180,22.00,0.40,82.00
234,104,자라 용봉탕,"왕에게 진상하던 최고의 보양식, 용봉탕",50000.00,http://example.com/food234.jpg,550,60.00,1.20,200.00
235,105,한우 사골 떡만두국,진한 사골 국물에 끓인 든든한 떡만두국,11000.00,http://example.com/food235.jpg,135,15.00,0.60,60.00
236,106,오리 주물럭,매콤달콤한 양념에 버무린 오리고기,13500.00,http://example.com/food236.jpg,165,18.00,0.70,75.00
237,107,양고기 스테이크,부드러운 양고기로 만든 고급 스테이크,19000.00,http://example.com/food237.jpg,230,27.00,0.80,98.00
238,108,한우 곱창전골,얼큰하고 고소한 국물이 일품인 곱창전골,14800.00,http://example.com/food238.jpg,180,20.00,0.60,84.00
239,109,돼지 막창 구이,고소하고 쫄깃한 맛이 일품인 막창 구이,12800.00,http://example.com/food239.jpg,160,18.00,0.50,77.00
240,110,사슴고기 육포,귀한 사슴고기로 만든 프리미엄 육포,26000.00,http://example.com/food240.jpg,300,40.00,0.70,115.00
241,111,토끼탕,담백하고 부드러운 맛이 특징인 토끼탕,21000.00,http://example.com/food241.jpg,250,30.00,0.80,102.00
242,112,멧돼지 고기 김치찜,쫄깃한 멧돼지고기와 묵은지의 조화,17500.00,http://example.com/food242.jpg,215,24.00,0.90,94.00
243,113,고래고기 수육,"부산의 별미, 다양한 부위의 고래고기 수육",35000.00,http://example.com/food243.jpg,400,45.00,0.70,150.00
244,114,악어고기 꼬치,"이색 보양식, 담백한 악어고기 꼬치",29000.00,http://example.com/food244.jpg,330,42.00,0.60,130.00
245,115,타조알 오믈렛,온가족이 함께 즐기는 거대한 타조알 오믈렛,45000.00,http://example.com/food245.jpg,500,55.00,1.50,220.00
246,116,캥거루고기 스테이크,"호주의 맛, 저지방 고단백 캥거루고기 스테이크",27000.00,http://example.com/food246.jpg,310,40.00,0.80,125.00
247,117,개구리 뒷다리 튀김,"프랑스의 별미, 부드러운 개구리 뒷다리 튀김",24000.00,http://example.com/food247.jpg,280,33.00,0.70,110.00
248,118,달팽이 요리 (에스카르고),"프랑스 고급 요리의 대명사, 에스카르고",32000.00,http://example.com/food248.jpg,360,40.00,0.90,140.00
249,119,제비집 수프,"중국 황실의 보양식, 최고급 제비집 수프",80000.00,http://example.com/food249.jpg,850,90.00,1.80,350.00
250,120,샥스핀 찜,"중국 3대 진미, 부드러운 샥스핀 찜",65000.00,http://example.com/food250.jpg,700,75.00,1.50,300.00
251,121,불도장,산해진미를 모두 모아 끓인 중국 최고의 보양식,100000.00,http://example.com/food251.jpg,1100,120.00,2.50,450.00
252,122,한우물회,신선한 한우와 시원한 육수가 어우러진 이색 물회,14500.00,http://example.com/food252.jpg,175,20.00,0.80,78.00
253,123,매생이 굴 떡국,향긋한 매생이와 통통한 굴을 넣은 떡국,11500.00,http://example.com/food253.jpg,140,16.00,0.90,68.00
254,124,키조개 그라탕,고소한 치즈와 쫄깃한 키조개 관자의 만남,13800.00,http://example.com/food254.jpg,168,19.00,0.70,75.00
255,125,한우 육사시미,뭉티기라고도 불리는 신선한 한우 생고기,28000.00,http://example.com/food255.jpg,320,38.00,0.60,120.00
256,126,해삼물회,오독오독 씹히는 맛이 일품인 해삼물회,16000.00,http://example.com/food256.jpg,190,22.00,0.50,85.00
257,127,멍게 비빔밥,바다의 향을 가득 담은 멍게 비빔밥,12500.00,http://example.com/food257.jpg,150,17.00,1.00,70.00
258,128,물메기탕,시원하고 담백한 국물이 일품인 물메기탕,13500.00,http://example.com/food258.jpg,165,19.00,0.60,77.00
259,129,도치 알탕,톡톡 터지는 식감이 재미있는 도치 알탕,14000.00,http://example.com/food259.jpg,170,20.00,0.70,80.00
260,130,곰치국 (물곰탕),"속초의 명물, 시원한 해장국 곰치국",15500.00,http://example.com/food260.jpg,185,22.00,0.60,88.00
261,1,한우 안창살 구이,"육즙 가득, 쫄깃한 식감의 안창살 구이",21000.00,http://example.com/food261.jpg,250,28.00,0.50,105.00
262,2,닭 특수부위 구이,"목살, 안창살 등 다양한 닭 특수부위 모듬",16500.00,http://example.com/food262.jpg,200,24.00,0.40,90.00
263,3,양갈비 프렌치랙,"최고급 양갈비 부위, 프렌치랙 스테이크",29000.00,http://example.com/food263.jpg,330,36.00,0.70,135.00
264,4,한우 토시살 덮밥,부드러운 토시살을 올린 프리미엄 덮밥,15800.00,http://example.com/food264.jpg,190,22.00,0.60,86.00
265,5,이베리코 흑돼지 목살 스테이크,"세계 4대 진미, 이베리코 흑돼지 스테이크",23000.00,http://example.com/food265.jpg,270,30.00,0.80,115.00
266,6,문어 숙회,부드럽게 삶아낸 동해안 돌문어 숙회,18000.00,http://example.com/food266.jpg,210,25.00,0.50,95.00
267,7,한우 제비추리 구이,담백하고 쫄깃한 맛이 일품인 제비추리,19500.00,http://example.com/food267.jpg,235,27.00,0.50,100.00
268,8,오골계 구이,귀한 오골계를 숯불에 구워낸 담백한 요리,26000.00,http://example.com/food268.jpg,300,35.00,0.70,120.00
269,9,참다랑어 뱃살 회,입에서 살살 녹는 최고급 참다랑어 뱃살,45000.00,http://example.com/food269.jpg,500,50.00,0.90,180.00
270,10,바닷가재 찜,살이 꽉 찬 바닷가재를 통째로 찐 요리,55000.00,http://example.com/food270.jpg,600,65.00,1.00,250.00
271,11,독도새우 회,"동해의 귀한 보물, 달콤한 독도새우 회",60000.00,http://example.com/food271.jpg,650,70.00,0.80,280.00
272,12,한우 살치살 스테이크,마블링이 예술인 부드러운 살치살 스테이크,32000.00,http://example.com/food272.jpg,370,40.00,0.70,150.00
273,13,듀록 돼지 등갈비찜,프리미엄 듀록 돼지로 만든 부드러운 등갈비찜,24000.00,http://example.com/food273.jpg,280,32.00,0.80,125.00
274,14,송이버섯 구이,자연산 송이버섯의 깊은 향을 느낄 수 있는 구이,70000.00,http://example.com/food274.jpg,750,80.00,1.50,320.00
275,15,대방어 회,"겨울철 최고의 별미, 기름진 대방어 회",38000.00,http://example.com/food275.jpg,420,45.00,0.90,170.00
276,16,홍어 삼합,"삭힌 홍어와 돼지고기, 묵은지의 절묘한 조화",42000.00,http://example.com/food276.jpg,460,50.00,0.80,190.00
277,17,과메기 야채무침,"겨울철 별미, 쫄깃한 과메기와 새콤달콤 야채무침",28000.00,http://example.com/food277.jpg,320,35.00,1.20,130.00
278,18,세꼬시 회,뼈째 썰어먹는 고소한 세꼬시 회,26000.00,http://example.com/food278.jpg,300,33.00,0.70,125.00
279,19,해물찜,다양한 해산물이 푸짐하게 들어간 매콤한 해물찜,35000.00,http://example.com/food279.jpg,400,42.00,1.10,160.00
280,20,아귀찜,아삭한 콩나물과 쫄깃한 아귀의 만남,32000.00,http://example.com/food280.jpg,370,40.00,1.00,150.00
281,21,해물파전,해산물이 듬뿍 들어간 바삭한 해물파전,18000.00,http://example.com/food281.jpg,220,25.00,0.80,90.00
282,22,김치전,새콤한 김치로 만든 바삭한 김치전,15000.00,http://example.com/food282.jpg,190,20.00,0.70,80.00
283,23,감자전,고소하고 쫀득한 강원도식 감자전,16000.00,http://example.com/food283.jpg,200,22.00,0.60,85.00
284,24,녹두전,고소한 녹두와 푸짐한 속재료의 조화,17000.00,http://example.com/food284.jpg,210,23.00,0.70,88.00
285,25,육전,부드러운 소고기로 만든 고소한 육전,22000.00,http://example.com/food285.jpg,260,30.00,0.50,110.00
286,26,동태전,담백한 동태살로 만든 명절 대표 음식,19000.00,http://example.com/food286.jpg,230,26.00,0.40,98.00
287,27,깻잎전,향긋한 깻잎과 고기소의 만남,18000.00,http://example.com/food287.jpg,220,24.00,0.80,92.00
288,28,고추전,아삭한 고추에 속을 채워 만든 매콤한 전,18000.00,http://example.com/food288.jpg,220,24.00,0.90,94.00
289,29,두부전,고소하고 부드러운 두부전,15000.00,http://example.com/food289.jpg,190,21.00,0.50,82.00
290,30,호박전,달콤한 애호박으로 만든 부드러운 전,16000.00,http://example.com/food290.jpg,200,22.00,0.70,86.00
291,31,모듬전,다양한 전을 한번에 맛볼 수 있는 모듬전,28000.00,http://example.com/food291.jpg,330,35.00,0.80,135.00
292,32,골뱅이 무침,쫄깃한 골뱅이와 새콤달콤한 양념,25000.00,http://example.com/food292.jpg,290,32.00,1.10,120.00
293,33,두부김치,고소한 두부와 볶음김치의 환상궁합,23000.00,http://example.com/food293.jpg,270,30.00,0.90,115.00
294,34,보쌈,부드럽게 삶아낸 돼지고기 수육,38000.00,http://example.com/food294.jpg,430,48.00,0.60,180.00
295,35,족발,"콜라겐 가득, 쫄깃한 식감의 족발",39000.00,http://example.com/food295.jpg,450,50.00,0.50,185.00
296,36,닭볶음탕,매콤달콤한 국물과 부드러운 닭고기,32000.00,http://example.com/food296.jpg,370,40.00,0.80,155.00
297,37,찜닭,달콤짭짤한 간장소스에 졸인 닭고기 요리,33000.00,http://example.com/food297.jpg,380,42.00,0.70,160.00
298,38,갈비찜,부드러운 소갈비와 달콤한 양념의 조화,45000.00,http://example.com/food298.jpg,500,55.00,0.60,200.00
299,39,김치찜,묵은지와 돼지고기를 푹 끓여낸 깊은 맛,31000.00,http://example.com/food299.jpg,360,38.00,0.90,145.00
300,40,부대찌개,"다양한 햄과 소시지, 라면사리가 들어간 찌개",29000.00,http://example.com/food300.jpg,340,36.00,0.80,140.00
301,41,곱창전골,얼큰하고 고소한 국물이 일품인 곱창전골,34000.00,http://example.com/food301.jpg,390,41.00,0.70,165.00
302,42,감자탕,진한 국물과 부드러운 등뼈가 일품인 감자탕,30000.00,http://example.com/food302.jpg,350,37.00,0.60,150.00
303,43,설렁탕,"뽀얀 국물이 든든한 한끼 식사, 설렁탕",10000.00,http://example.com/food303.jpg,130,15.00,0.30,60.00
304,44,갈비탕,맑고 진한 국물과 부드러운 갈비,12000.00,http://example.com/food304.jpg,150,18.00,0.40,70.00
305,45,추어탕,미꾸라지를 갈아 끓인 영양 만점 보양식,11000.00,http://example.com/food305.jpg,140,16.00,0.80,65.00
306,46,삼계탕,인삼과 대추를 넣고 푹 고아낸 닭백숙,15000.00,http://example.com/food306.jpg,180,22.00,0.70,85.00
307,47,육개장,얼큰하고 진한 국물이 일품인 육개장,11000.00,http://example.com/food307.jpg,140,17.00,0.90,68.00
308,48,순대국,푸짐한 순대와 머릿고기가 들어간 든든한 국밥,9000.00,http://example.com/food308.jpg,120,14.00,0.50,55.00
309,49,돼지국밥,"부산의 명물, 뽀얀 국물의 돼지국밥",9000.00,http://example.com/food309.jpg,120,14.00,0.40,58.00
310,50,콩나물국밥,시원하고 개운한 국물의 전주식 콩나물국밥,8000.00,http://example.com/food310.jpg,100,12.00,0.60,50.00
311,51,굴국밥,통영의 신선한 굴로 끓인 시원한 굴국밥,10000.00,http://example.com/food311.jpg,130,15.00,0.80,62.00
312,52,재첩국,"섬진강의 명물, 맑고 시원한 재첩국",9000.00,http://example.com/food312.jpg,110,13.00,0.70,54.00
313,53,다슬기 해장국,쌉쌀한 맛이 매력적인 다슬기 해장국,10000.00,http://example.com/food313.jpg,130,16.00,0.80,63.00
314,54,올갱이국,"충청도의 별미, 구수한 된장 맛의 올갱이국",10000.00,http://example.com/food314.jpg,130,16.00,0.80,64.00
315,55,비빔밥,다양한 나물과 고추장으로 비벼먹는 건강식,9000.00,http://example.com/food315.jpg,110,12.00,1.20,58.00
316,56,돌솥비빔밥,따뜻하게 즐기는 고소한 돌솥비빔밥,10000.00,http://example.com/food316.jpg,130,14.00,1.10,65.00
317,57,산채비빔밥,향긋한 산나물이 가득 들어간 산채비빔밥,11000.00,http://example.com/food317.jpg,140,15.00,1.50,70.00
318,58,육회비빔밥,신선한 육회와 아삭한 배의 조화,13000.00,http://example.com/food318.jpg,160,20.00,1.00,75.00
319,59,꼬막비빔밥,쫄깃한 꼬막무침을 밥에 비벼먹는 별미,12000.00,http://example.com/food319.jpg,150,18.00,0.90,72.00
320,60,멍게비빔밥,바다의 향을 가득 담은 멍게비빔밥,12000.00,http://example.com/food320.jpg,150,17.00,1.00,70.00
321,61,회덮밥,"신선한 회와 야채, 초고추장의 만남",13000.00,http://example.com/food321.jpg,160,19.00,1.10,78.00
322,62,알밥,톡톡 터지는 날치알이 가득한 알밥,10000.00,http://example.com/food322.jpg,130,15.00,0.80,66.00
323,63,김치볶음밥,새콤한 김치와 고소한 계란후라이의 조화,8000.00,http://example.com/food323.jpg,100,11.00,0.70,52.00
324,64,새우볶음밥,통통한 새우가 듬뿍 들어간 고소한 볶음밥,9000.00,http://example.com/food324.jpg,110,13.00,0.60,59.00
325,65,짜장면,남녀노소 누구나 좋아하는 짜장면,7000.00,http://example.com/food325.jpg,90,10.00,0.40,45.00
326,66,짬뽕,얼큰한 국물과 푸짐한 해물이 일품인 짬뽕,8000.00,http://example.com/food326.jpg,100,12.00,0.50,50.00
327,67,탕수육,바삭한 튀김과 새콤달콤한 소스의 조화,18000.00,http://example.com/food327.jpg,220,25.00,0.60,95.00
328,68,깐풍기,매콤한 소스에 볶아낸 닭고기 튀김 요리,22000.00,http://example.com/food328.jpg,260,30.00,0.70,112.00
329,69,유린기,새콤한 간장 소스를 곁들인 닭고기 튀김,21000.00,http://example.com/food329.jpg,250,28.00,0.80,108.00
330,70,양장피,"다양한 야채와 해산물, 겨자 소스의 조화",28000.00,http://example.com/food330.jpg,320,35.00,1.20,132.00
331,71,팔보채,"8가지 진귀한 재료를 볶아 만든 고급 중화요리",32000.00,http://example.com/food331.jpg,370,40.00,1.00,155.00
332,72,고추잡채와 꽃빵,매콤한 고추잡채를 부드러운 꽃빵에 싸먹는 요리,26000.00,http://example.com/food332.jpg,300,33.00,0.90,128.00
333,73,마파두부,매콤한 소스와 부드러운 두부의 만남,18000.00,http://example.com/food333.jpg,220,24.00,0.80,96.00
334,74,동파육,부드럽게 조려낸 돼지고기 찜 요리,35000.00,http://example.com/food334.jpg,400,45.00,0.70,170.00
335,75,초밥,신선한 회를 올린 일본 대표 요리,20000.00,http://example.com/food335.jpg,240,28.00,0.60,100.00
336,76,우동,따뜻하고 쫄깃한 면발의 일본식 우동,9000.00,http://example.com/food336.jpg,110,13.00,0.50,55.00
337,77,라멘,진한 육수와 쫄깃한 면발이 일품인 일본 라멘,10000.00,http://example.com/food337.jpg,130,15.00,0.60,62.00
338,78,돈까스,바삭한 튀김옷과 두툼한 돼지고기,11000.00,http://example.com/food338.jpg,140,16.00,0.40,68.00
339,79,카레라이스,진한 일본식 카레와 밥의 조화,9000.00,http://example.com/food339.jpg,110,12.00,0.70,54.00
340,80,규동,달콤짭짤한 소고기 덮밥,10000.00,http://example.com/food340.jpg,130,15.00,0.50,60.00
341,81,가츠동,돈까스를 올린 일본식 덮밥,11000.00,http://example.com/food341.jpg,140,16.00,0.50,65.00
342,82,오야코동,닭고기와 계란을 올린 부드러운 덮밥,10000.00,http://example.com/food342.jpg,130,15.00,0.60,61.00
343,83,텐동,다양한 튀김을 올린 일본식 튀김 덮밥,12000.00,http://example.com/food343.jpg,150,17.00,0.70,70.00
344,84,사케동,신선한 연어를 올린 일본식 연어 덮밥,13000.00,http://example.com/food344.jpg,160,19.00,0.90,74.00
345,85,우나기동,민물장어 구이를 올린 일본식 장어 덮밥,18000.00,http://example.com/food345.jpg,220,25.00,0.60,98.00
346,86,타코야끼,문어가 들어간 동그란 일본식 풀빵,8000.00,http://example.com/food346.jpg,100,11.00,0.40,50.00
347,87,오코노미야끼,다양한 재료를 넣고 부쳐먹는 일본식 부침개,15000.00,http://example.com/food347.jpg,180,20.00,0.80,84.00
348,88,야끼소바,다양한 재료를 넣고 볶은 일본식 볶음면,13000.00,http://example.com/food348.jpg,160,18.00,0.70,78.00
349,89,메밀소바,시원한 장국에 찍어먹는 메밀국수,10000.00,http://example.com/food349.jpg,130,14.00,0.50,63.00
350,90,스키야키,얇게 썬 소고기와 야채를 간장 소스에 끓여먹는 요리,28000.00,http://example.com/food350.jpg,320,36.00,0.90,135.00
351,91,샤브샤브,얇게 썬 고기와 야채를 끓는 육수에 데쳐먹는 요리,25000.00,http://example.com/food351.jpg,290,32.00,1.00,125.00
352,92,밀푀유나베,"배추와 깻잎, 고기를 겹겹이 쌓아 끓인 전골",27000.00,http://example.com/food352.jpg,310,34.00,1.20,130.00
353,93,월남쌈,다양한 야채와 고기를 라이스페이퍼에 싸먹는 건강식,26000.00,http://example.com/food353.jpg,300,30.00,1.50,128.00
354,94,분짜,숯불에 구운 돼지고기와 쌀국수를 새콤달콤한 소스에 적셔먹는 베트남 요리,14000.00,http://example.com/food354.jpg,170,19.00,0.90,80.00
355,95,쌀국수,진한 육수와 부드러운 쌀국수 면발,9000.00,http://example.com/food355.jpg,110,12.00,0.60,56.00
356,96,팟타이,새콤달콤한 소스로 볶은 태국식 볶음 쌀국수,12000.00,http://example.com/food356.jpg,150,16.00,0.80,73.00
357,97,똠얌꿍,"세계 3대 수프, 새콤하고 매콤한 태국식 새우 수프",15000.00,http://example.com/food357.jpg,180,20.00,1.00,85.00
358,98,푸팟퐁커리,부드러운 소프트쉘 크랩을 튀겨 커리와 함께 볶은 요리,28000.00,http://example.com/food358.jpg,330,35.00,0.90,140.00
359,99,나시고랭,다양한 재료를 넣고 볶은 인도네시아식 볶음밥,11000.00,http://example.com/food359.jpg,140,15.00,0.80,68.00
360,100,미고랭,다양한 재료를 넣고 볶은 인도네시아식 볶음면,11000.00,http://example.com/food360.jpg,140,15.00,0.80,69.00
